Documento,Pregunta,Anotador,Respuesta
ld0817,¿Hasta cuándo propone el SMU que debe ser la cuarentena?,DiegoS,-
ld0818,¿Qué es el patrullaje fronterizo?,DiegoS,"Según describió, han hecho variadas tareas como [“identificación de vehículos, cargas, revisación de bodegas: todo lo que estaba pensado hacerse”]."
ld0818,¿Cuál es el objetivo del patrullaje fronterizo?,DiegoS,-
ld0819,¿Cuándo cerrarán los centros educativos?,DiegoS,"En un comunicado, la Administración Nacional de Educación Pública (ANEP) informó [este martes] que, en acuerdo con el Sistema Nacional de Emergencias (Sinae), resolvió cerrar todos los centros educativos que no brinden servicios de alimentación a raíz de la epidemia por el nuevo coronavirus."
ld0819,¿Por qué cerrarán los centros educativos?,DiegoS,"En un comunicado, la Administración Nacional de Educación Pública (ANEP) informó este martes que, en acuerdo con el Sistema Nacional de Emergencias (Sinae), resolvió cerrar todos los centros educativos que no brinden servicios de alimentación a raíz de [la epidemia por el nuevo coronavirus]."
ld0821,¿Cómo se podrán acceder a los servicios de la IM?,DiegoS,-
ld0821,¿Hasta cuándo permanecerá suspendida la atención al público?,DiegoS,-
ld0822,¿Qué productos integran la lista inicial?,DiegoS,-
ld0822,¿Por qué se publicarán los precios de ciertos productos?,DiegoS,"A pedido del PIT-CNT, el gobierno resolvió publicar el valor de los productos con más demanda [por la emergencia sanitaria por el nuevo coronavirus], luego de que los precios del alcohol en gel y de los tapabocas se dispararan."
ld0823,¿Por qué se suspenderá la Copa América?,DiegoS,"La segunda se postergó [por el coronavirus] y automáticamente arrastró a la Copa América, en este caso por una doble indisponibilidad: el virus y la razón esencial por la que el más antiguo torneo continental del mundo se iba a disputar este año, que no era otra cosa que adecuar el año de disputa al de Europa."
ld0823,¿Para qué fecha se suspenderá la Copa América?,DiegoS,"La esperable postergación de la Eurocopa –que este año, en su 60º aniversario, se iba a jugar en 12 ciudades del continente– para 2021 como consecuencia de la pandemia del coronavirus disparó directamente la postergación de la Copa América también [para el año que viene]."
ld0601,¿A quiénes se les hará una rebaja en el salario?,CG,"Para Mujica, la medida es acertada, pero considera “injusto” que sólo sea para [funcionarios públicos] “y se discrimine a los privados”."
ld0601,¿Durante cuánto tiempo se hará la rebaja en los salarios?,CG,-
ld0604,¿Cuál es el miedo que nos ocupa?,CG,"El miedo que nos ocupa –y que ocupa el proceso del coronavirus– es el [miedo a la enfermedad]; un miedo muy parecido al de la “inseguridad”, en tanto afecta mi integridad personal, corporal, asunto no compartible con otros activamente, más allá de pertenecer al mismo conjunto de individuos “afectados”."
ld0604,¿A cuál miedo se parece el miedo a la enfermedad?,CG,"El miedo que nos ocupa –y que ocupa el proceso del coronavirus– es el miedo a la enfermedad; un miedo muy parecido al de [la “inseguridad”], en tanto afecta mi integridad personal, corporal, asunto no compartible con otros activamente, más allá de pertenecer al mismo conjunto de individuos “afectados”."
ld0605,¿Cuál es el rol que la Universidad debería asumir en la emergencia coronavirus?,CG,[Detener la máquina universitaria para saber qué pensamos de lo que está sucediendo.
ld0606,¿Cuáles centros de salud aumentaron la cantidad de camas de terapia intensiva?,CG,[La Asociación Española] había ampliado su CTI ya antes del ingreso de la epidemia.
ld0606,¿Cuántas personas están internadas en CTI por Covid-19?,CG,"[Cuatro personas] internadas en centros de terapia intensiva (CTI) y dos en cuidados intermedios había anoche, pero a medida que el virus siga expandiéndose, es de suponer que el número de personas con Covid-19 que requieran de esos cuidados crecerá."
ld0608,¿Quién es Valeria Ripoll?,CG,"En la mañana de este jueves, [la secretaria general de la Asociación de Empleados y Obreros Municipales de Montevideo (Adeom)], Valeria Ripoll, aseguró en las redes sociales que los funcionarios que manipulan cadáveres no tenían un protocolo para actuar ante una muerte por coronavirus."
ld0608,¿Quién determina el protocolo a aplicar en los cementerios a los muertos por Coronavirus?,CG,La IM tiene los protocolos que mandó [el MSP] y los estamos cumpliendo a rajatabla.
ld0609,¿Quién es Juan Pablo Labat?,CG,"Juan Pablo Labat, [ex director nacional de Evaluación y Monitoreo del Mides], dijo a la diaria que parece haber “algunas trampas” en el anuncio de Bartol."
ld0609,¿Cuántas personas son beneficiarias de la Tarjeta Uruguay Social?,CG,"El ministro de Desarrollo Social, Pablo Bartol, anunció el martes una de las principales medidas que brindará su cartera para los beneficiarios de la Tarjeta Uruguay Social (TUS), que cubre las necesidades alimentarias de unas [400.000] personas."
ld0610,¿Cuántos trabajadores han sido enviados a seguro de paro desde que empezó la pandemia?,CG,-
ld0610,¿Cuáles rubros han sido los más afectados por la pandemia?,CG,-
ld0611,¿Cuántas solucitudes de subsidios por desempleo se han hecho desde el primero de marzo?,CG,"Las solicitudes de subsidios por desempleo ante el Banco de Previsión Social desde el 1° de marzo hasta este jueves alcanzaron la cifra de [64.854], según informó a la diaria el Equipo de Representación de los Trabajadores en la entidad de seguridad social."
ld0611,¿Cuántas solucitudes de subsidios por desempleo se han hecho  desde que comenzó la pandemia por Coronavirus?,CG,-
ld0612,¿Quiénes recibiran descuentos?,CG,Rebajarán por ley [salarios y jubilaciones públicas superiores a 80.000 pesos] para financiar el “fondo coronavirus”
ld0612,¿Para qué se usará el fondo Coronavirus?,CG,"Por lo tanto, entre las medidas sociales que Pablo Bartol, titular del Ministerio de Desarrollo Social, profundizará hoy en conferencia, está [“la extensión de canastas alimenticias para aquellos más vulnerables y un aumento en la Asignaciones Familiares”]."
ld0613,¿Cuántos casos activos por Coronavirus hay en Brasil?,CG,"La pandemia de coronavirus, que en Brasil ya infectó de acuerdo a cifras oficiales a [2.915] personas y mató a 77, puede ser una barrera muy difícil de pasar para el presidente Jair Bolsonaro, que en medio de la situación caótica generada por el brote, viene mostrando una conducta errática y beligerante, que no ha hecho otra cosa que aumentar el aislamiento político y social del ex capitán ultraderechista."
ld0613,¿Cuántas muertes por Coronavirus hubo en Brasil?,CG,"La pandemia de coronavirus, que en Brasil ya infectó de acuerdo a cifras oficiales a 2.915 personas y mató a [77], puede ser una barrera muy difícil de pasar para el presidente Jair Bolsonaro, que en medio de la situación caótica generada por el brote, viene mostrando una conducta errática y beligerante, que no ha hecho otra cosa que aumentar el aislamiento político y social del ex capitán ultraderechista."
ld0614,¿Cuántos casos de Coronavirus se registraron en Estados Unidos?,CG,"Tal como había previsto la Organización Mundial de la Salud, Estados Unidos se está convirtiendo en uno de los epicentros de la pandemia de coronavirus y es actualmente, de acuerdo a cifras oficiales, el país con más casos activos de la enfermedad: [72.176] y más de 1.000 muertes."
ld0614,¿Cuántos casos de Coronavirus se registraron en Nueva York?,CG,"El estado más afectado es el de Nueva York, donde ya se registraron más de [37.000] casos de Covid-19 y 385 personas –100 en las últimas 24 horas– fallecieron por esta causa, informó la agencia de noticias Efe."
ld0618,¿Qué es la OFI?,CG,"[La Organización del Fútbol del Interior] (OFI), a través de su Comité Ejecutivo, comunicó que los torneos de fútbol “no se reiniciarán, si las condiciones lo permiten, antes del 15 de mayo”."
ld0618,¿Cuándo se reiniciarán los torneos de fútbol?,CG,"La Organización del Fútbol del Interior (OFI), a través de su Comité Ejecutivo, comunicó que los torneos de fútbol “no se reiniciarán, si las condiciones lo permiten, antes del [15 de mayo]”."
ld0620,¿Cuál será el descuento recibido por funcionarios públicos y cargos de confianza política?,CG,"Esta medida se aplicará durante dos meses, según dijeron a la diaria fuentes sindicales, y [los porcentajes se darán a conocer de forma pública en las próximas horas]."
ld0620,¿Durante cuánto tiempo recibirán el descuento los funcionarios públicos y cargos de confianza política?,CG,"Esta medida se aplicará durante [dos meses], según dijeron a la diaria fuentes sindicales, y los porcentajes se darán a conocer de forma pública en las próximas horas."
ld0621,¿Qué es el PIAS?,CG,"El Ministerio de Salud Pública (MSP) resolvió ayer incluir el test diagnóstico de Covid-19 en el [Plan Integral de Atención a la Salud (más conocido por su sigla, PIAS), que dispone las prestaciones obligatorias que tienen que dar las instituciones que forman parte del Sistema Nacional Integrado de Salud]."
ld0621,¿Quién asumirá el costo del test?,CG,-
ld0622,¿Cuáles clubes recibirán un adelanto de recursos económicos?,CG,"“Tras evaluar la evolución del Covid-19 y su afectación a la salud y el deporte global”, la Confederación Sudamericana de Fútbol comunicó que tomó la decisión de adelantar recursos económicos a [los clubes que están participando de las copas internacionales (la Libertadores y la Sudamericana)]."
ld0622,¿A cuánto asciende el adelanto que los clubes pueden recibir?,CG,"“Los clubes que estén disputando en estos momentos la fase de grupos de la Conmebol Libertadores o Conmebol Sudamericana 2020 podrán solicitar un anticipo excepcional de [hasta el 60% de los derechos de participación]”, dice el comunicado escrito luego de la decisión que tomaron las autoridades en Luque, Paraguay."
ld0628,¿Qué han hecho las instituciones y organizaciones para garantizar el sustento de los creadores?,CG,-
ld0628,¿Qué se ha hecho para garantizar la circulación de las obras de los creadores?,CG,-
ld0629,¿Cuáles son los temas de los textos del ciclo de teatro leído en vivo?,CG,"Salvadora editora organiza un ciclo de teatro leído en vivo, con textos sobre [la crisis de 2002, lo femenino en el contexto rural y la separación]"
ld0629,¿Cómo se transmitirá el ciclo de teatro leído en vivo?,CG,"Salvadora, la editorial uruguaya especializada en dramaturgia que surgió en 2017, decidió organizar  un ciclo de teatro leído en vivo en su cuenta de [Instagram] (disponible por 24 horas), todos los días a las 20.00, para amortiguar el impacto de la crisis (en sus redes están las cuentas bancarias para los que puedan colaborar) y ampliar la experiencia teatral."
ld0632,¿Qué síntomas tiene el Coronavirus de las aves?,CG,"En general se manifiesta con [síntomas respiratorios, pero puede agravarse por infecciones secundarias]."
ld0632,¿Cuándo se detecó el primer caso de Coronavirus en un ave?,CG,"Si comparamos la información genética de estos tres virus patógenos en humanos, la divergencia genética del nuevo coronavirus, que se denomina SARS-CoV-2, con los anteriores (SARS-CoV y MERS-CoV) es relativamente grande, lo que sugiere que no se trata de variantes de estos virus que se originaron una de otra, sino que surgieron a partir de diferentes coronavirus de murciélago en un periodo relativamente corto (el SARS se detectó recién a partir de [2002])."
ld0633,¿Cuál era la fecha original del plebiscito?,CG,Este miércoles Vladimir Putin anunció la suspensión del plebiscito del[22 de abril] en que se proponía una reforma constitucional que le permitiría volver a postularse al cargo en 2024 y 2030.
ld0633,¿Cuál es la nueva fecha del plebiscito?,CG,-
ld0636,¿Quién es Alberto Fernández?,CG,"[El presidente de Argentina], Alberto Fernández, anunció que presentará al Congreso un proyecto de ley complementando las varias medidas que su gobierno ya adoptó para paliar la situación económica de los argentinos derivada de la cuarentena por la llegada del coronavirus al país."
ld0636,¿Durante cuánto tiempo se congelarán alquileres y créditos hipotecarios en Argentina?,CG,"El gobierno busca congelar [durante 180 días] los alquileres y créditos hipotecarios, cuyos montos en Argentina pueden actualizarse incluso todos los meses."
ld0639,¿Cuántos trabajadores de la enseñanza privada fueron enviados a seguro de paro?,CG,"Hasta el viernes, según el relevamiento del sindicato, unas diez instituciones habían enviado a parte de sus trabajadores al seguro de desempleo, afectando a [unas 250 personas] en total por el momento."
ld0639,¿Cuántos centros de enseñanza privada enviaron trabajadores a seguro de paro?,CG,"Hasta el viernes, según el relevamiento del sindicato, [unas diez instituciones] habían enviado a parte de sus trabajadores al seguro de desempleo, afectando a unas 250 personas en total por el momento."
ld0703,¿Qué es ASSE?,SV,"“Esto tiene que quedar en la historia de Uruguay para no comprarles más. No pueden ser proveedores del Estado y de ASSE [Administración de los Servicios de Salud del Estado] gente que actúe de esta manera tan irresponsable”, agregó."
ld0703,¿Qué medidas se pensaron para ayudar a los sectores más afectados por la pandemia?,SV,"Por otra parte, la central sindical resolvió este martes que comenzará a [repartir canastas de alimentos] entre los sectores más afectados por el cese de actividades, según informó el dirigente Marcelo Abdala."
ld0703,¿A qué sectores de la población se repartiran canastas de alimentos?,SV,"Por otra parte, la central sindical resolvió este martes que comenzará a repartir canastas de alimentos entre [los sectores más afectados por el cese de actividades], según informó el dirigente Marcelo Abdala."
ld0704,¿Qué puede aportar realizar la mayor cantidad posible de tests para el Covid?,SV,"Otra de las medidas que consideró necesario implementar -”que ya se está haciendo”- es testear a la mayor cantidad posible de personas con síntomas, dado que así pasan “de ser [casos de portadores desconocidos a portadores conocidos]”."
ld0704,¿Qué medidas tomadas por el gobierno uruguayo en relación a la pandemia son apoyadas por el ex presidente Tabaré Vázquez?,SV,"Hay que cortarlo lo antes posible”, afirmó. Vázquez manifestó su apoyo a “[todas las medidas]” que ha tomado el gobierno liderado por Luis Lacalle Pou, pero sostuvo que el número de afectados “sigue creciendo” y opinó que “hay que tomar cuanto antes esta medida radical”."
ld0704,¿Quién lidera la toma de medidas sobre la pandemia?,SV,"Vázquez manifestó su apoyo a “todas las medidas” que ha tomado el gobierno liderado por [Luis Lacalle Pou], pero sostuvo que el número de afectados “sigue creciendo” y opinó que “hay que tomar cuanto antes esta medida radical”."
ld0706,¿En qué afecta el Covid19 a los humanos?,SV,"Ambos son de tipo alfa, mientras que el más famoso de todos, el Covid-19, es de tipo beta, y [afecta las vías respiratorias] en el ser humano."
ld0706,¿A qué familia de virus pertenece el Covid19?,SV,"Los coronavirus pertenecen a una familia común, [Coronaviridae]."
ld0706,¿De qué tipo es el virus Covid19?,SV,"Ambos son de tipo alfa, mientras que el más famoso de todos, el Covid-19, es de [tipo beta], y [afecta las vías respiratorias] en el ser humano."
ld0712,¿Cuántos casos positivos de coronavirus hay en Estados Unidos?,SV,"Le siguen Italia y, en tercer lugar, Estados Unidos, donde los contagios [superan los 30.000] casos."
ld0712,¿Cuántos estados de Estados Unidos permanecen con cuarentena obligatoria?,SV,"Se llegó a un total de [ocho], por lo cual 100 de los casi 330 millones de estadounidenses están obligados a permanecer en sus casas."
ld0712,"¿En qué consiste el plan ""Nueva York en Pausa""?",SV,"Las medidas más estrictas impuestas este fin de semana son las de Nueva York, donde el gobernador, Andrew Cuomo, implementó el plan Nueva York en Pausa, que incluye la [cuarentena obligatoria y el cierre de todos los negocios, excepto los considerados esenciales], como los que venden alimentos y medicamentos, los bancos y las estaciones de servicio.    "
ld0713,¿Cuántos estados de Brasil registran casos positivos de coronavirus?,SV," El informe de este domingo del Ministerio de Salud informaba que las muertes aumentaron de 11 el viernes a 18 el sábado y 25 el domingo, y que el número de diagnósticos creció, en el mismo período, de 904 a 1.546, alcanzando los [27] estados del país."
ld0713,¿Cuántos casos positivos de coronavirus se registraron en Ecuador?,SV,"En el país, hay [cerca de 800] portadores del virus (y unos 700 casos sospechosos), de los cuales 200 fueron detectados en las últimas 24 horas, y la enfermedad ya causó la muerte de 14 personas, la mayoría en los últimos días."
ld0713,¿Cuántas muertes por coronavirus se registraron en Ecuador?,SV,"En el país, hay cerca de 800 portadores del virus (y unos 700 casos sospechosos), de los cuales 200 fueron detectados en las últimas 24 horas, y la enfermedad ya causó la muerte de [14] personas, la mayoría en los últimos días."
ld0718,¿Qué medidas establece el “plan de contención económica social” en materia laboral?,SV,Las medidas más inmediatas que definió el grupo refieren a la [preservación de los puestos de trabajo].
ld0718,¿Cuáles son los objetivos del “plan de contención económica social”?,SV,"El borrador del proyecto, al que accedió la diaria, se basa en un “aumento transitorio del gasto y de la inversión pública para minimizar el efecto de la desaceleración económica y su impacto en la población” por medio de un conjunto de medidas estructuradas en tres objetivos: [“Preservar las empresas y las y los trabajadores”, “no aumentar la pobreza y la desigualdad” y prepararse para “el día después”]."
ld0718,¿En qué se basa el “plan de contención económica social”?,SV,"El borrador del proyecto, al que accedió la diaria, se basa en un “[aumento transitorio del gasto y de la inversión pública para minimizar el efecto de la desaceleración económica y su impacto en la población]” por medio de un conjunto de medidas estructuradas en tres objetivos: “Preservar las empresas y las y los trabajadores”, “no aumentar la pobreza y la desigualdad” y prepararse para “el día después”."
ld0721,¿Cuándo se decretará el cierre de fronteras con Brasil?,SV,"Talvi señaló que Brasil acaba de emitir un decreto de cierre de fronteras con Uruguay, que es el que “coordinaron” y “consensuaron” en la cancillería, y que el gobierno de Uruguay hará un decreto “espejo”, acorde a los protocolos jurídicos vernáculos, [entre hoy de noche y mañana]."
ld0721,¿Cuándo cerró Brasil las fronteras con Uruguay?,SV,"Talvi señaló que Brasil [acaba de emitir un decreto] de cierre de fronteras con Uruguay, que es el que “coordinaron” y “consensuaron” en la cancillería, y que el gobierno de Uruguay hará un decreto “espejo”, acorde a los protocolos jurídicos vernáculos, entre hoy de noche y mañana."
ld0721,¿Cuáles son los requisitos para que los habitantes de ciudades en la frontera puedan circular como lo hacen habitualmente?,SV,"El canciller agregó que el cierre de fronteras tiene una excepción, el régimen para quienes viven en las ciudades de la frontera: con “[cualquier certificado que acredite su residencia], van a poder coexistir y convivir en la cuidad como lo hacen habitualmente”; por ejemplo, si en Artigas hay un puente, “los fronterizos van a poder cruzarlo cuantas veces quieran”."
ld0722,¿Cuántos uruguayos arribarán hacía Uruguay desde Cusco?,SV, Se sumará un vuelo de Amaszonas hacia Cusco que va a llevar a seis ciudadanos peruanos y traerá a [72] uruguayos desde esa ciudad y siete desde Santa Cruz.
ld0722,¿Cuántos uruguayos arribarán hacía Uruguay desde Santa Cruz?,SV, Se sumará un vuelo de Amaszonas hacia Cusco que va a llevar a seis ciudadanos peruanos y traerá a 72 uruguayos desde esa ciudad y [siete] desde Santa Cruz.
ld0722,¿Cuántos uruguayos arribarán hacía Uruguay desde Europa?,SV,"“En total retornarán 172” personas, contando las [18] que vuelven desde Europa."
ld0723,¿Cuántos jugadores de hockey han sido casos positivos de Covid19?,SV,Dos jugadores de rugby y [tres] jugadoras de hockey habían sido los primeros contagiados de coronavirus en el deporte uruguayo.
ld0723,¿Quiénes fueron los primeros contagiados de Covid19 en el deporte uruguayo?,SV,[Dos jugadores de rugby y tres jugadoras de hockey] habían sido los primeros contagiados de coronavirus en el deporte uruguayo.
ld0723,¿Qué relación existe entre los deportistas de contagiados?,SV,"La coincidencia entre los deportistas fue [asistir al casamiento donde estuvo presente Carmela Hontou], uruguaya que contrajo el Covid-19 en Italia."
ld0724,¿Para qué fecha estaban previstas las elecciones en Bolivia?,SV,Los comicios se iban a realizar el [3 de mayo] y aún no hay nueva fecha.
ld0724,¿Cuándo entran en cuarentena total los ciudadanos de Bolivia?,SV,"[Este domingo] Bolivia entra en cuarentena total por 14 días, una medida que anunció este sábado la presidenta interina, Jeanine Áñez."
ld0724,¿Por cuánto tiempo está previsto el confinamiento en Bolivia?,SV,"Este domingo Bolivia entra en cuarentena total por [14 días], una medida que anunció este sábado la presidenta interina, Jeanine Áñez."
ld0725,¿En qué departamentos se presentaron solicitudes de seguro de desempleo?,SV,"La mitad de los requerimientos fueron en [Montevideo, seguido por Canelones, Maldonado, Colonia, Paysandú, Salto y Tacuarembó]."
ld0725,¿En qué departamento se presentaron más solicitudes de seguro de desempleo?,SV,"La mitad de los requerimientos fueron en [Montevideo], seguido por Canelones, Maldonado, Colonia, Paysandú, Salto y Tacuarembó."
ld0725,¿Cuándo se presentaron las solicitudes de seguro de desempleo?,SV,"[Hasta el miércoles 18] se habían presentado 21.103 solicitudes, aunque Ruiz aclaró que la cifra no corresponde a beneficiarios."
ld0728,"¿Quiénes fueron los pricipales interesados en aprobar el ""protocolo de seguridad""?",SV,Los [gremios] solicitaron la aprobación de este protocolo porque no había pautas unificadas y la protección variaba demasiado de una institución de salud a otra.
ld0728,¿En qué lugares del interior del país se pretenden realizar testeos de Covid19?,SV,"Esperan que la situación cambie ahora, cuando vislumbran la posibilidad de que el [Laboratorio de Virología Molecular de la Universidad de la República], ubicado en Salto, pueda hacer test diagnósticos."
ld0728,¿Hasta cuántos días demoran en el interior del país para dar un resultado de análisis de Covid19?,SV,Nava informó que a algunos médicos del interior del país han demorado [cinco días] en darles el resultado.
ld0731,¿Cuál es el país con más casos de Covid19 hasta la fecha?,SV,"Italia es el país con más casos fuera de [China] y tiene un número de muertes por esta enfermedad aun mayor que el país donde surgió el virus. Corea del Sur, por su parte, parece ser un ejemplo a seguir en la contención del virus."
ld0731,¿Cuál es el país que tiene registra más muertes causadas por Covid19 hasta la fecha?,SV,"[Italia] es el país con más casos fuera de China y tiene un número de muertes por esta enfermedad aun mayor que el país donde surgió el virus. Corea del Sur, por su parte, parece ser un ejemplo a seguir en la contención del virus."
ld0731,¿Cuál es la clave Coreana para tener una baja tasa de mortalidad a causa del Covid19?,SV,"Con una baja cantidad de fallecidos por esta causa a pesar de un elevado número de infectados, la clave coreana ha sido el [testeo masivo de la población], y el control y la identificación precisa de los casos."
ld0734,¿En qué fecha comenzó el confinamiento en España?,SV,"[El domingo] el gobierno decretó el estado de alerta, que incluye duras restricciones para circular en las calles, pero recién sobre el final de la semana que viene se va a tener claro si esta medida logró impactar en la curva de casos, que por ahora se mantiene en aumento y con el pico de la pandemia aún lejano, según coinciden científicos y autoridades."
ld0734,¿Qué recomendó la Organización Mundial de la Salud para contener la propagación del virus?,SV,Los [testeos masivos] fueron recomendados expresamente por la Organización Mundial de la Salud (OMS) para contener la propagación de la enfermedad.
ld0734,¿Qué ciudad de España es la más afectada por el coronavirus?,SV,"La comunidad más afectada por el coronavirus es [Madrid], donde los muertos eran ayer 628 y los enfermos, más de 7.000."
ld0737,¿Cuándo cerró las escuelas el Reino Unido a causa del coronavirus?,SV,"El gobierno de Boris Johnson no cerró las escuelas hasta [ayer], y lo hizo con una excepción: aquellos niños cuyo padre o madre tenga una ocupación que resulte clave en la situación de crisis sanitaria actual seguirán yendo a clases para facilitar que sus padres sigan trabajando, informó The Guardian."
ld0737,¿Cuántas personas se estima que pueden verse afectadas por el Covid19?,SV,"“Con un crecimiento sin restricciones, este brote afectará a [millones de personas] en las próximas semanas”, y podría llevar a un colapso del sistema de salud que causaría muertes evitables, ya sea de personas con coronavirus o con otras enfermedades."
ld0737,¿Qué recomiendan los científicos británicos para combatir el coronavirus?,SV,"En el documento, los científicos recomendaron [aislar los casos sospechosos, poner en cuarentena a quienes viven con ellos, y también poner a resguardo a ancianos y personas con factores de riesgo]."
ld0738,¿Cuál es el objetivo que busca lograr el SMU con la cuarentena general?,SV,"El principal objetivo de la propuesta del SMU es “[evitar la afluencia de pacientes de forma abrumadora]”, de modo que el sistema de salud “pueda organizarse y absorber el flujo”, dijo Grecco en la conferencia."
ld0738,¿Para qué sirven los test de diagnóstico del Covid19?,SV,Esos test diagnósticos permitirán tener un mejor [rastreo de casos para indicar aislamiento] (de quienes tienen el virus) y cuarentena (a quienes estuvieron en contacto con alguien que lo tiene).
ld0738,¿Cuánto invertirá el Ministerio de Economía en el Mides para la protección de los sectores más vulnerables de la población?,SV, El Ministerio de Economía le transferirá [1.000 millones de pesos] al Mides para “la contención económica de los sectores más vulnerables”Se presentó una aplicación para quienes sospechan que tienen coronavirus.
ld0739,¿Cuándo se decretó la cuarentena en Argentina?,SV,Más de 250 personas fueron detenidas este viernes en Argentina por haber violado el aislamiento preventivo y obligatorio decretado [el jueves] por el gobierno de Alberto Fernández.
ld0739,¿Cuántas personas fueron detenidas en Argentina por violar el confinamiento obligatorio?,SV,[Más de 250] personas fueron detenidas este viernes en Argentina por haber violado el aislamiento preventivo y obligatorio decretado el jueves por el gobierno de Alberto Fernández.
ld0739,¿Cuándo se registró el primer caso de Covid19 positivo en Argentina?,SV,"De acuerdo con el Ministerio de Salud argentino, este viernes se diagnosticaron 30 nuevos casos de Covid-19 en el país, con lo que se llega a un total de [158] casos desde la aparición del primero, el [3 de marzo]."
ld0741,¿Cúantas personas mayores de 65 años están en situación de calle en Uruguay?,SV,"Bartol indicó que se trabajará para recibir en refugios especiales durante todo el día -y no solo la noche, como hasta ahora- a las personas en situación de calle de más de 65 años, que se estima que son [300]."
ld0741,¿Cuántos casos activos de coronavirus se registran?,SV,"El ministro de Salud Pública, Daniel Salinas, dijo en conferencia que este viernes se diagnosticaron 16 casos nuevos de Covid-19, con lo que se llegó a una cifra total de [110] personas que tienen el virus, cuatro de las cuales están internadas. "
ld0741,¿En qué departamentos se registran casos activos de coronavirus?,SV,"Los casos siguen estando en cinco departamentos: [Montevideo, Canelones, Maldonado, Colonia y Salto], predominando en los dos primeros."
ld0742,¿Cuántos kits de diagnóstico donará China a Uruguay en apoyo a la pandemia?,SV,"El canciller, Ernesto Talvi, informó que China donará 150.000 mascarillas, [20.000] kits de diagnóstico y cinco ventiladores, ""materiales clave para responder a la emergencia sanitaria."
ld0742,¿Cómo puede un ciudadano obtener la aplicación del Covid19?,SV,"La aparición de la aplicación en esas plataformas puede demorar minutos u horas, pero también [se la podrá encontrar en la página que el Ministerio de Salud Pública (MSP) desarrolló para el coronavirus]."
ld0742,¿Cuántas mascarillas donará China a Uruguay en apoyo a la pandemia?,SV,"El canciller, Ernesto Talvi, informó que China donará [150.000] mascarillas, 20.000 kits de diagnóstico y cinco ventiladores, ""materiales clave para responder a la emergencia sanitaria."
ld0743,¿Cuántos clubes uruguayos participan en campeonatos internacionales de Conmebol?,SV,"Además de la problemática de la competición local en Uruguay, la interactividad de [seis] de nuestros clubes con la acción internacional de la Confederación Sudamericana de Fútbol complejiza aún más la planificación y las proyecciones de actividades, tanto locales como internacionales."
ld0743,¿En qué mes estaba previso jugar la tercera y cuarta fecha de las eliminatorias sudamericanas rumbo a Catar 2022?,SV,"Por la misma línea va la determinación-solicitud de la Conmebol a la FIFA para que no se reprograme el inicio de la Eliminatoria Sudamericana para el Mundial de Catar 2022 hasta el mes de [setiembre], cuando de acuerdo al calendario original se iban a jugar la tercera y la cuarta fecha.   "
ld0743,¿Cuántos países componen actualmente la Conmebol?,SV,"Al igual que sucederá con el Campeonato Uruguayo y con los otros torneos de liga en los [nueve] países restantes que componen la Conmebol, la Libertadores y la Sudamericana tendrán el mes en que se iba a jugar la Copa América para tratar de apretar su calendario y quedar más o menos en tiempo."
ld0745,¿Qué recomienda la OMS en relación a la alimentación para atravesar la pandemia?,SV,[Limitar el consumo de alcohol y evitar bebidas azucaradas].
ld0745,¿Qué puede provocar fumar en relación al coronavirus?,SV,"No fumar, porque [aumenta el peligro de verse afectado por otras enfermedades graves]."
ld0745,¿A qué número se puede envíar mensaje para suscribirse a las actualizaciones de coronavirus previstas por la OMS?,SV,"Para inscribirse en el grupo (en inglés), hay que enviar el mensaje “hi” al siguiente número: [0041798931892]."
ld0747,¿En qué país se desarrollará el Sudamericano sub 17 de fútbol femenino?,SV,"La Confederación Sudamericana de Fútbol (Conmebol) tomó decisiones sobre los dos Campeonatos Sudamericanos de selecciones juveniles femeninas que restan definir, el de la sub 20 en su fase final y el de la sub 17 en todo su desarrollo, con [Uruguay] como país sede."
ld0747,¿En qué estadio estaba previsto jugar la primer fase del Sudamericano sub 17 en Uruguay?,SV,"Ya estaba decidido que la primera fase se haría en el [estadio Charrúa de Montevideo], y la fase final en el estadio Suppici de Colonia del Sacramento."
ld0747,¿En qué departamento de Uruguay estaba previsto jugar la fase final del Sudamericano sub 17?,SV,"Ya estaba decidido que la primera fase se haría en el estadio Charrúa de Montevideo, y la fase final en el estadio Suppici de [Colonia] del Sacramento."
ld0750,¿Qué beneficios puede generar el teletrabajo a los empleadores?,SV,"Entre estos, se menciona la [optimización de recursos, la disminución de gastos operativos] de las empresas y la reducción de costos y tiempo para los trabajadores."
ld0750,¿Qué establece el marco jurídico en relación a la modalidad de teletrabajo?,SV,"Además, la gremial se manifestó a favor de la regularización del teletrabajo, dado que en Uruguay esta modalidad todavía [no está contenida en el marco jurídico]."
ld0750,¿Qué beneficios puede generar el teletrabajo a los empleados?,SV,"Entre estos, se menciona la optimización de recursos, la disminución de gastos operativos de las empresas y la [reducción de costos y tiempo] para los trabajadores."
mp0141,¿Cuál es la situación actual de casos de coronavirus?,SV,"""Guambia con descuidarse, lo vimos en países que venían muy bien"", señaló Lacalle sobre la [baja en la cantidad de casos diarios], activos y pacientes en cuidados intensivos por coronavirus."
