Documento	Pregunta	Anotador	Respuesta	Comentarios
mp0011	¿Cuántas alertas de exposición se registran por día a través de la app Coronavirus.uy?	AD	"[Unas 80] por día", aseguró el ingeniero en declaraciones consignadas por VTV Noticias.	
mp0011	¿Quién creó la app?	AD	[Nicolás Jodal], cofundador de GeneXus y uno de los artífices de la app, dijo en rueda de prensa este martes que "este es un momento súper importante, donde se ha disparado la cantidad de contagios".	entre otros..
mp0011	¿Qué institución está detrás de Salud.uy?	AD	Está siendo utilizado de gran forma por las personas que llegan al país, facilitándoles el ingreso, evitando el llenado en papel, dijo a Montevideo Portal el ingeniero Pablo Orefice, director del programa Salud.uy de [la Agencia de Gobierno Electrónico y Sociedad de la Información y del Conocimiento (Agesic)].	
mp0011	¿Qué es Agesic?	AD	Está siendo utilizado de gran forma por las personas que llegan al país, facilitándoles el ingreso, evitando el llenado en papel, dijo a Montevideo Portal el ingeniero Pablo Orefice, director del programa Salud.uy de [la Agencia de Gobierno Electrónico y Sociedad de la Información y del Conocimiento] (Agesic).	
mp0013	¿Quién dirige la coordinación del Ministerio de Salud Pública?	AD	Antes, la doctora [Karina Rando], directora general de coordinación del Ministerio de Salud Pública, se había expresado en la misma vía: "¿Cómo se sentirán quienes ha resignado reunirse con seres queridos priorizando la Salud del Pueblo Uruguayo?	
mp0013	¿Por qué medio se expresó Salinas sobre la Marcha por la Diversidad?	AD	El respeto a la elección en como queremos sentir, ser o expresarnos en toda la amplitud de la acepción es incuestionable", escribió el mandatario [en su cuenta de Twitter].	
mp0013	¿Cuándo se celebró la Marcha por la Diversidad?	AD	El ministro de Salud, Daniel Salinas, se expresó este sábado a propósito de la multitudinaria Marcha por la Diversidad celebrada [el viernes por la tarde].	
mp0014	¿Cuándo ingresó al país la persona que trajo el primer caso positivo de Covid a puente San Martín?	AD	Se trata de un camionero argentino que ingresó al país [el 22 de julio] y regresó a Argentina este viernes. Se busca trazar la ruta de contactos que tuvo en la semana. 	
mp0014	¿Cuándo ingresó al país la persona que trajo el primer caso positivo de Covid a puente San Martín?	AD	Se trata de un camionero argentino que ingresó a Uruguay [el 22 de julio] y regresó este viernes en lastre tras descargar en Montevideo, según informó el Canal 11 de Fray Bentos.	
mp0014	¿Dónde se contabilizará el caso positivo registrado en puente San Martín?	AD	El hombre, que será contabilizado en los contagios de [Argentina], ya está cumpliendo cuarentena obligatoria en su domicilio y sin síntomas, consignó el portal Info Río.	
ld0101	¿A partir de qué momento es obligatorio el uso de tapabocas? 	GM	El secretario de Presidencia explicó que se está trabajando con diferentes servicios para que apliquen esta modalidad [al momento del reinicio de sus actividades].	
ld0101	¿Qué medida está prevista para aquellos que no tengan tapabocas? 	GM	Asimismo, planteó que quienes no tengan tapabocas [recibirán uno de forma gratuita].	
ld0101	¿Cuándo se anunció la medida para supermercados?	GM	A partir de este miércoles será obligatorio el uso de tapabocas en los supermercados, anunció [este martes] el secretario de Presidencia, Álvaro Delgado, en su cuenta de Twitter.	
ld0102	¿En cuántas escuelas habrá que contratar nuevos auxiliares? 	GM	Según estimó Santos, se está resolviendo este tema en [cerca de 100] escuelas. 	
ld0102	¿Cuántas escuelas abrirían en Cerro Largo? 	GM	Según los datos que maneja la FUM-TEP, hasta este martes estaba previsto que, por ejemplo, en Cerro Largo abrieran [27] de 72 escuelas, en Colonia 12 de 80, en Maldonado cuatro de 36, en Rocha 12 de 36, en San José 38 de 71, en Soriano 35 de 59, y en Tacuarembó 45 de 87.	
ld0102	¿Cuántas escuelas hay en el listado de comienzo de clases en  Soriano? 	GM	Según los datos que maneja la FUM-TEP, hasta este martes estaba previsto que, por ejemplo, en Cerro Largo abrieran 27 de 72 escuelas, en Colonia 12 de 80, en Maldonado cuatro de 36, en Rocha 12 de 36, en San José 38 de 71, en Soriano 35 de [59], y en Tacuarembó 45 de 87.	
ld0103	¿Cuándo dijo el presidente Lacalle que se podía dar marcha atrás en las medidas? 	GM	En la conferencia de prensa del viernes [17 de abril], Lacalle Pou dijo que cabía la posibilidad de dar marcha atrás en algunas medidas.	
ld0103	¿De qué tema le pareció demasiado brusco hablar a Radi y al Presidente? 	GM	“Nos pareció demasiado brusco hablar [del día después], porque para llegar a ese momento primero hay que pasar por una transición, que puede ser  larga”, y después surgirán nuevas situaciones, “con cambios en el  relacionamiento social”.	
ld0103	¿En qué país aumentó el uso de espacios libres? 	GM	Radi citó el ejemplo de [Alemania], donde aumentó el uso de espacios libres pero se redujo otro tipo de circulación. 	
ld0104	¿Para qué son los operativos de la policía?	GM	En ese sentido, afirmó que continuarán con los operativos [para evitar las aglomeraciones] y adelantó que los policías repartirán tapabocas en la vía pública. 	
ld0104	¿Cuándo aumentó la movilidad? 	GM	El jerarca dijo que [el fin de semana] se observó una “enorme movilidad social”, que es “totalmente contraproducente”.	
ld0105	¿Quiénes coordinan los entrenamientos en el Sporting?  	GM	Esta semana retomaron los entrenamientos bajo el mando [del preparador físico, el jefe de la Unidad de Desempeño y el médico], dividiendo el plantel en grupos reducidos que entrenan con un máximo de dos jugadores por cancha y salvaguardando una distancia mínima entre ellos de unos diez metros.	
ld0105	¿En cuánto bajó el salario de los jugadores el Sporting de Lisboa? 	GM	Sporting de Lisboa, de Portugal, donde juega el celeste Sebastián Coates, fue de los primeros equipos en reducir [40%] el salario de los futbolistas, así como el de los miembros de la administración de la sociedad deportiva.	
ld0105	¿Cuántas personas murieron en Portugal por COVID?	GM	En Portugal murieron [más de 700 personas] por covid-19; sin embargo, la legislatura permite la vuelta a los predios verdes siempre y cuando se mantengan las distancias en el tiempo y en el espacio, así como las medidas sanitarias requeridas.	
ld0106	¿Qué medio utilizó Talvi para anunciar el reconocimiento de ONU? 	GM	En una publicación en [Twitter], el canciller escribió: “Gran reconocimiento para el país de las Oficinas Regionales del Alto Comisionado de ONU para los DDHH, para los Refugiados y de la Organización Internacional para las Migraciones por su liderazgo en la protección de los derechos de las personas” durante la pandemia.	
ld0106	¿Cuántos uruguayos volvieron a través de la operación Todos en Casa?	GM	En particular, a través de la operación 'Todos en Casa', que ha logrado repatriar [casi 2.000] nacionales, permitiendo también el retorno al país de personas migrantes residentes”.	
ld0106	¿A qué país destacó la Organización Internacional para las Migraciones a través de un documento?	GM	“Deseamos subrayar el rol destacado de [Uruguay] en la región y la forma en que se ha puesto a la vanguardia de la protección de estándares internacionales para garantizar el retorno de sus nacionales al país. 	
ld0107	¿Cuántas tomas diarias máximo realizará Biofast? 	GM	Se adjudicó al laboratorio Biofast la realización de hasta 37.500 tomas de muestras (25.000 en domicilio y 12.500 en vehículo en punto de recolección) y la empresa se compromete a realizar [450] tomas de muestras diarias.	
ld0107	¿Qué cantidad de estudios será posible realizar diariamente? 	GM	La capacidad de realización de estudios diaria de las cinco empresas habilita la realización de [1.379] estudios por día.	
ld0107	¿Qué laboratorios harán la toma de muestras de Covid-19?	GM	En materia de toma de muestras, los beneficiarios son los laboratorios [Biofast (de la empresa Remicor SA) y ATGen SRL].	
ld0108	¿Qué proporción de las empresas gastronómicas está trabajando solamente con envío a domicilio?	GM	Ese relevamiento les permitió saber que 60% de las empresas del colectivo están cerradas, 8% lo están parcialmente, [21%] sólo están trabajando con delivery y 11% están abiertas.	
ld0108	¿Cuántas personas trabajan para empresas del CGU?	GM	“Nos agrupamos para salvar a restaurantes, cafés, bares y foodtrucks locales afectados por el covid-19”, proclama el CGU, que estima que las empresas que lo integran dan trabajo directo a [1.900] personas y 63% de ellas envió a 100% de su plantilla al seguro de paro luego del cierre abrupto, 19% envió a 75% de su plantilla, 12% lo hizo con la mitad de su plantilla, y 6% con 25%.	
ld0108	¿A través de que medio se harán las charlas en vivo del Colectivo?	GM	Cada lunes estarán comunicando a sus afiliados los avances obtenidos en las reuniones con distintas ramas del Estado, así como la agenda de la semana, que en principio se focalizará en charlas en vivo en [Instagram].	
ld0109	¿Cuántos niños recibieron su almuerzo en el merendero en Nueva España?	GM	En el ínterin se acercaron al merendero Escuela de Rugby Inclusivo, del barrio Nueva España, y suministraron almuerzos a [50] niños y 20 abuelos.	
ld0109	¿Cómo apoya Pedidos Ya con la logística? 	GM	Además Pedidos Ya los apoya logísticamente, [cediendo motos tres veces por semana para el envío de las viandas]; los días restantes esto lo hace el equipo de Comida para Héroes, cuando se trata de platos hechos por Rumba, o deriva la tarea en el negocio que esté donando, indicándole quién será el destinatario en base a una lista elaborada para evitar el exceso de repeticiones.	
ld0109	¿Cuánto vale cada vianda que se dona por heroes.uy?	GM	La plataforma permite que el público done viandas a un costo de [80 pesos].	
ld0111	¿Cuál el plazo máximo para solicitar el beneficio?	GM	Tienen plazo para hacerlo hasta el [30 de abril a las 23.59].	
ld0111	¿Dónde se publicarán los videos realizados por los adjudicatarios de los bonos? 	GM	Los videos serán publicados [en la plataforma virtual corchea.uy] y se les dará difusión en las redes sociales y el sitio web de la fundación y de Casa de los Escritores del Uruguay.	
ld0112	¿Qué porcentaje del PIB representan las medidas?	GM	Los ministros anunciaron que el gobierno pagará la mitad de los salarios de todos los trabajadores, además de brindar créditos a tasas “cero” para quienes trabajen por cuenta propia, a fin de “sostener el empleo” y crear “certidumbre entre las empresas”, en el marco de un paquete de medidas que suma cerca de 13.000 millones de dólares, cifra equivalente a [3%] del producto interno bruto del país.	
ld0112	¿De qué cartera es ministro Ginés González García?	GM	Con respecto a la cuestión estrictamente sanitaria, en la mañana del lunes el ministro de [Salud], Ginés González García, dio una conferencia en la que evaluó la situación del país a un mes de la imposición de la cuarentena.	
ld0112	¿Cuál es el monto en dólares de las medidas anunciadas? 	GM	Los ministros anunciaron que el gobierno pagará la mitad de los salarios de todos los trabajadores, además de brindar créditos a tasas “cero” para quienes trabajen por cuenta propia, a fin de “sostener el empleo” y crear “certidumbre entre las empresas”, en el marco de un paquete de medidas que suma cerca de [13.000 millones] de dólares, cifra equivalente a 3% del producto interno bruto del país.	
ld0113	¿Cuál es la población de Alemania? 	GM	La cifra de decesos es muy baja teniendo en cuenta la población del país –[poco más de 83 millones de habitantes]– y no admite comparación con Italia, España y Francia, los estados europeos más afectados por la enfermedad, que tienen una población bastante menor a la germana, pero en los que la pandemia causó el fallecimiento de casi 25.000 personas en Italia, 22.000 en España y 20.500 en Francia.	
ld0113	¿Cuál es el estado con más casos de Covid-19? 	GM	En [Baviera], el estado federado más afectado por la pandemia, las escuelas abrirán una semana después.	
ld0113	¿Cuándo comienzan de nuevo las clases en Alemania ?	GM	Según el cronograma previsto, las escuelas y centros de educación secundaria retomarán su actividad a partir del [4 de mayo], empezando por los estudiantes de mayor edad en ambos niveles.	
ld0113	¿De qué provincia China es Wuhan la capital?	GM	Un mercado de la ciudad de Wuhan, capital de la provincia de [Hubei], en el centro del país, fue puesto en el ojo de la tormenta, ya que en él se vendían comúnmente animales silvestres vivos.	
ld0114	¿De qué partido es la senadora Arrúa?	GM	Por su parte, la senadora opositora Georgia Arrúa, del [Partido Patria Querida], defendió la propuesta, según informó el diario Última Hora.	
ld0114	¿Quién es el principal político del Partido Liberal?	GM	El líder del opositor Partido Liberal, [Efraín Alegre], manifestó que ese aporte es muy bajo, y denunció que se entrega mediante billeteras electrónicas que sólo se pueden canjear en supermercados “amigos del gobierno”.	
ld0114	¿Qué precio pagó la Dirección Nacional de Aeronáutica Civil por las mascarillas?	GM	Si bien Melgarejo afirma que se adquirieron mediante “un proceso fidedigno donde se compró algo necesario a un precio justo”, la Secretaría Nacional Anticorrupción encontró indicios de que la Dinac pagó [casi el doble del precio que tienen esas mascarillas en el mercado minorista].	
ld0117	¿Cuándo estarán disponibles los respiradores de bajo costo? 	GM	Nuevamente, la ANII redobló la apuesta para financiar estos proyectos y así asegurar que en un plazo de [un mes] estos nuevos respiradores estén disponibles.	
ld0117	¿A cuántos pacientes se les aisló el virus en el Institut Pasteur? 	GM	Rápidamente, investigadores del Institut Pasteur de Montevideo secuenciaron el virus aislado de [diez] pacientes para estudiar el origen y qué cepa del virus está circulando en Uruguay.	
ld0117	¿Quién financió los proyectos para los kits RT-PCR?	GM	La [Agencia Nacional de Investigación e Innovación] (ANII) rápidamente dio apoyo esta iniciativa para asegurar que el proyecto no quedara inconcluso por falta de fondos.	
ld0117	¿Quiénes crearon un grupo para hacer modelos de la epidemia? 	GM	También, [investigadores de la Udelar] crearon el Grupo Uruguayo Interdisciplinario para el Análisis de Datos de Covid-19, para hacer un seguimiento de los aspectos epidemiológicos y de modelización de la epidemia en el país.	
mp0021	¿Cuándo el celular intercambia identificadores? 	GM	Implica que el celular a través del bluetooth, [cuando está a menos de tres metros de otro celular por más de 5 o 10 minutos] va a intercambiar identificadores, palabras aleatorias sin significado"	
mp0021	¿Qué son los identificadores que el usuario envía al Ministerio de Salud Pública? 	GM	Le van a pedir que ponga su cédula de identidad y se le va a pedir que envíe sus identificadores al Ministerio de Salud Pública, es decir [los códigos que obtuvo en los últimos 14 días].	
mp0021	¿Qué programa conduce Emiliano Cotelo? 	GM	Sobre esto conversó en la mañana de este martes Emiliano Cotelo, conductor de [En Perspectiva] en Radiomundo, con el ingeniero Gastón Milano, gerente del equipo de investigación y desarrollo de la empresa GeneXus.	
mp0022	¿Cuántas personas instalaron la aplicación mientras ocurría la conferencia?	GM	Jodal narró que solo durante la conferencia [10.000] personas más bajaron la aplicación.	
mp0022	¿Qué tecnología hay que tener activada en el celular para que la aplicación funcione?	GM	Recordó que para que funcione hay que dejar prendido [Bluetooth] todo el día pero esta versión de Bluetooth "no va a tener casi gasto de batería, es un mecanismo ingenioso".	
mp0022	¿Quién es el ministro de Industria? 	GM	El ministro de Industria, Energía y Minería, [Omar Paganini], el ministro de Salud Pública, Daniel Salinas y el ingeniero Nicolás Jodal brindaron una conferencia de prensa este lunes para brindar algunos detalles de la nueva actualización de la app Coronavirus Uy, que a partir de este lunes añadió las alertas de exposición.	
mp0023	¿Qué empresas desarrollaron la tecnología para las alertas de exposición?	GM	Para esto, se utilizó tecnología de [Google y Apple] que permite saber si la persona estuvo en contacto con un caso positivo sin que se sepa dónde estuvo ni con quién estuvo.	
mp0023	¿Qué países desarrollaron esta tecnología antes que Uruguay?	GM	Además, detalló que lo únicos países que aplicaron esta medida antes que Uruguay fueron [Italia y Suiza].	
mp0023	¿Cuántas descargas hubo de la aplicación en su primera etapa? 	GM	Quién tomó la palabra en primer lugar, fue el ministro Paganini y aseguró que la primera etapa de la aplicación fue exitosa y valiosa con [325 mil] descargas, y aseguró que puso a Uruguay en la vanguardia sobre el combate de los países contra el COVID-19.	
mp0024	¿A qué hora se hará el lanzamiento de la aplicación?	GM	El lanzamiento de la aplicación con la incorporación de las alertas de exposición - que ya puede descargarse- se realizará este lunes a las [19:30 horas].	
mp0024	¿Con qué empresas firmó un acuerdo el gobierno?	GM	La semana pasada, el Gobierno confirmó oficialmente el inicio de las alertas de exposición en la aplicación Coronavirus.uy, tras la firma del acuerdo con [Google y Apple].	
mp0024	¿En cuántos países se probará esta tecnología inicialmente? 	GM	Esta iniciativa, que tiene como objetivo el uso de la tecnología para hacer un mejor seguimiento de los casos del virus, se propuso a [cuatro] países, entre ellos Uruguay.	
t202112	¿Cuáles son los países de la UE más afectados por la pandemia?	SGoy	Italia y España	
t202112	¿Quiénes son los líderes de la UE?	SGoy	-	
t202112	¿Quiénes aportarán dinero para ayudar a otros países?	SGoy	-	
t202112	¿Qué diferencias hay?	SGoy	-	
t202112	¿Cuánto dinero se piensa aportar para el fondo?	SGoy	-	
t202113	¿Cuál era el valor mínimo del subsidio por desempleo?	SGoy		
t202113	¿Cuánto dinero es un salario mínimo?	SGoy		
t202113	¿Cuándo comenzó la crisis?	SGoy		
t202113	¿Por qué se propone incrementar el valor mínimo del subsidio por desempleo?	SGoy		
t202113	¿Cuántas personas reciben actualmente subsidio por desempleo?	SGoy		
t202114	¿Qué medidas tomo el gobierno ante el coronavirus?	SGoy	-	
t202114	¿Cuánto porcentaje de gente está de acuerdo con las medidas tomadas por el gobierno?	SGoy	-	
t202114	¿Cuánto porcentaje de gente está en desacuerdo con las medidas tomadas por el gobierno?	SGoy	-	
t202114	¿Quién realizó la encuesta?	SGoy	La consultora Grupo Radar	
